LRI	LIGAND_1	LIGAND_2	RECEPTOR_1	RECEPTOR_2	RECEPTOR_3	DATABASE	SOURCE
TGFB3:ACVR1_TGFBR1	TGFB3	NA	ACVR1	TGFBR1	NA	CellChat	PMID:29376829
TGFB3:TGFBR2_ACVR1	TGFB3	NA	TGFBR2	ACVR1	NA	CellPhoneDB	CellPhoneDB
BMP10:ACVRL1_ACVR2A	BMP10	NA	ACVRL1	ACVR2A	NA	CellChat;ICELLNET	KEGG:hsa04350;PMID:17878607;PMID:25620979;PMID:26893264
GDF2:ACVRL1_ACVR2A	GDF2	NA	ACVRL1	ACVR2A	NA	CellChat;ICELLNET	KEGG:hsa04350;PMID:22710174,27481709;PMID:26893264
BMP15:ACVR2A	BMP15	NA	ACVR2A	NA	NA	CellTalkDB;connectomeDB2020;NicheNet	FANTOM5;PMID:2419820;PMID:26198319
BMP2:BMPR1A_ACVR2A	BMP2	NA	BMPR1A	ACVR2A	NA	CellChat;CellPhoneDB;ICELLNET	CellPhoneDB;KEGG:hsa04350;PMID:18436533;PMID:26893264
BMP2:BMPR1B_ACVR2A	BMP2	NA	BMPR1B	ACVR2A	NA	CellChat;CellPhoneDB;ICELLNET	CellPhoneDB;KEGG:hsa04350;PMID:18436533;PMID:26893267
BMP4:BMPR1A_ACVR2A	BMP4	NA	BMPR1A	ACVR2A	NA	CellChat;CellPhoneDB;ICELLNET	CellPhoneDB;KEGG:hsa04350;PMID:18436533;PMID:26893270
BMP4:BMPR1B_ACVR2A	BMP4	NA	BMPR1B	ACVR2A	NA	CellChat;CellPhoneDB;ICELLNET	CellPhoneDB;KEGG:hsa04350;PMID:18436533;PMID:26893273
BMP5:BMPR1A_ACVR2A	BMP5	NA	BMPR1A	ACVR2A	NA	CellChat;CellPhoneDB;ICELLNET	CellPhoneDB;KEGG:hsa04350;PMID:26893298;PMID:27481709
BMP5:BMPR1B_ACVR2A	BMP5	NA	BMPR1B	ACVR2A	NA	CellChat;CellPhoneDB;ICELLNET	CellPhoneDB;KEGG:hsa04350;PMID:26893301;PMID:27481709
BMP6:BMPR1A_ACVR2A	BMP6	NA	BMPR1A	ACVR2A	NA	CellChat;CellPhoneDB;ICELLNET	CellPhoneDB;KEGG:hsa04350;PMID:26893307;PMID:27481709
BMP6:BMPR1B_ACVR2A	BMP6	NA	BMPR1B	ACVR2A	NA	CellChat;CellPhoneDB;ICELLNET	CellPhoneDB;KEGG:hsa04350;PMID:26893310;PMID:27481709
BMP7:BMPR1A_ACVR2A	BMP7	NA	BMPR1A	ACVR2A	NA	CellChat;CellPhoneDB;ICELLNET	CellPhoneDB;KEGG:hsa04350;PMID:26893316;PMID:27481709
BMP7:BMPR1B_ACVR2A	BMP7	NA	BMPR1B	ACVR2A	NA	CellChat;CellPhoneDB;ICELLNET	CellPhoneDB;KEGG:hsa04350;PMID:26893319;PMID:27481709
BMP8A:BMPR1A_ACVR2A	BMP8A	NA	BMPR1A	ACVR2A	NA	CellChat;CellPhoneDB;ICELLNET	CellPhoneDB;KEGG:hsa04350;PMID:26893325;PMID:27481709
BMP8A:BMPR1B_ACVR2A	BMP8A	NA	BMPR1B	ACVR2A	NA	CellChat;CellPhoneDB;ICELLNET	CellPhoneDB;KEGG:hsa04350;PMID:26893328;PMID:27481709
BMP8B:BMPR1A_ACVR2A	BMP8B	NA	BMPR1A	ACVR2A	NA	CellChat;ICELLNET	KEGG:hsa04350;PMID:26893334;PMID:27481709
BMP8B:BMPR1B_ACVR2A	BMP8B	NA	BMPR1B	ACVR2A	NA	CellChat;ICELLNET	KEGG:hsa04350;PMID:26893337;PMID:27481709
GDF5:BMPR1A_ACVR2A	GDF5	NA	BMPR1A	ACVR2A	NA	CellChat;CellPhoneDB;ICELLNET	CellPhoneDB;KEGG:hsa04350;PMID:26893276;PMID:27481709
GDF6:BMPR1A_ACVR2A	GDF6	NA	BMPR1A	ACVR2A	NA	CellChat;CellPhoneDB;ICELLNET	CellPhoneDB;KEGG:hsa04350;PMID:26893282;PMID:27481709
GDF7:BMPR1A_ACVR2A	GDF7	NA	BMPR1A	ACVR2A	NA	CellChat;CellPhoneDB;ICELLNET	CellPhoneDB;KEGG:hsa04350;PMID:26893288;PMID:27481709
GDF5:BMPR1B_ACVR2A	GDF5	NA	BMPR1B	ACVR2A	NA	CellChat;CellPhoneDB;ICELLNET	CellPhoneDB;KEGG:hsa04350;PMID:26893279;PMID:27481709
GDF6:BMPR1B_ACVR2A	GDF6	NA	BMPR1B	ACVR2A	NA	CellChat;CellPhoneDB;ICELLNET	CellPhoneDB;KEGG:hsa04350;PMID:26893285;PMID:27481709
GDF7:BMPR1B_ACVR2A	GDF7	NA	BMPR1B	ACVR2A	NA	CellChat;CellPhoneDB;ICELLNET	CellPhoneDB;KEGG:hsa04350;PMID:26893291;PMID:27481709
CFC1:ACVR2A	CFC1	NA	ACVR2A	NA	NA	CellTalkDB;SingleCellSignalR	PMID:32196115;reactome
GDF11:TGFBR1_ACVR2A	GDF11	NA	TGFBR1	ACVR2A	NA	CellChat;CellPhoneDB;ICELLNET	CellPhoneDB;KEGG:hsa04350;PMID:16845371,12414726
GDF9:ACVR2A	GDF9	NA	ACVR2A	NA	NA	CellTalkDB;connectomeDB2020;SingleCellSignalR	FANTOM5;HPRD;PMID:12135884
INHA:ACVR2A	INHA	NA	ACVR2A	NA	NA	CellTalkDB;connectomeDB2020;NicheNet;SingleCellSignalR	FANTOM5;HPMR;PMID:12493742
INHBC:ACVR2A	INHBC	NA	ACVR2A	NA	NA	CellPhoneDB;CellTalkDB;connectomeDB2020;NicheNet;SingleCellSignalR	CellPhoneDB;FANTOM5;HPRD;KEGG:NicheNet;PMID:12651901;PMID:22710174
INHBE:ACVR2A	INHBE	NA	ACVR2A	NA	NA	CellPhoneDB;CellTalkDB;NicheNet	CellPhoneDB;KEGG:NicheNet;PMID:22710174
LEFTY1:ACVR2A	LEFTY1	NA	ACVR2A	NA	NA	CellTalkDB;SingleCellSignalR	PMID:32196115;reactome
LEFTY2:ACVR2A	LEFTY2	NA	ACVR2A	NA	NA	CellTalkDB;SingleCellSignalR	PMID:32196115;reactome
MSTN:TGFBR1_ACVR2A	MSTN	NA	TGFBR1	ACVR2A	NA	CellChat;CellPhoneDB	CellPhoneDB;KEGG:hsa04060
TDGF1:ACVR2A	TDGF1	NA	ACVR2A	NA	NA	CellTalkDB;connectomeDB2020;NicheNet;SingleCellSignalR	FANTOM5;HPMR;PMID:12682303;reactome
BMP10:ACVRL1_ACVR2B	BMP10	NA	ACVRL1	ACVR2B	NA	ICELLNET	PMID:17878607
GDF2:ACVRL1_ACVR2B	GDF2	NA	ACVRL1	ACVR2B	NA	ICELLNET	PMID:22710174,27481709
BMP15:ACVR2B	BMP15	NA	ACVR2B	NA	NA	NicheNet	FANTOM5
BMP2:BMPR1A_ACVR2B	BMP2	NA	BMPR1A	ACVR2B	NA	CellChat;CellPhoneDB;ICELLNET	CellPhoneDB;KEGG:hsa04350;PMID:18436533;PMID:26893265
BMP2:BMPR1B_ACVR2B	BMP2	NA	BMPR1B	ACVR2B	NA	CellChat;CellPhoneDB;ICELLNET	CellPhoneDB;KEGG:hsa04350;PMID:18436533;PMID:26893268
BMP3:ACVR2B	BMP3	NA	ACVR2B	NA	NA	CellTalkDB;connectomeDB2020;NicheNet	FANTOM5;PMID:22074949
BMP4:BMPR1A_ACVR2B	BMP4	NA	BMPR1A	ACVR2B	NA	CellChat;CellPhoneDB;ICELLNET	CellPhoneDB;KEGG:hsa04350;PMID:18436533;PMID:26893271
BMP4:BMPR1B_ACVR2B	BMP4	NA	BMPR1B	ACVR2B	NA	CellChat;CellPhoneDB;ICELLNET	CellPhoneDB;KEGG:hsa04350;PMID:18436533;PMID:26893274
BMP5:BMPR1A_ACVR2B	BMP5	NA	BMPR1A	ACVR2B	NA	CellChat;CellPhoneDB;ICELLNET	CellPhoneDB;KEGG:hsa04350;PMID:26893299;PMID:27481709
BMP5:BMPR1B_ACVR2B	BMP5	NA	BMPR1B	ACVR2B	NA	CellChat;CellPhoneDB;ICELLNET	CellPhoneDB;KEGG:hsa04350;PMID:26893302;PMID:27481709
BMP6:BMPR1A_ACVR2B	BMP6	NA	BMPR1A	ACVR2B	NA	CellChat;CellPhoneDB;ICELLNET	CellPhoneDB;KEGG:hsa04350;PMID:26893308;PMID:27481709
BMP6:BMPR1B_ACVR2B	BMP6	NA	BMPR1B	ACVR2B	NA	CellChat;CellPhoneDB;ICELLNET	CellPhoneDB;KEGG:hsa04350;PMID:26893311;PMID:27481709
BMP7:BMPR1A_ACVR2B	BMP7	NA	BMPR1A	ACVR2B	NA	CellChat;CellPhoneDB;ICELLNET	CellPhoneDB;KEGG:hsa04350;PMID:26893317;PMID:27481709
BMP7:BMPR1B_ACVR2B	BMP7	NA	BMPR1B	ACVR2B	NA	CellChat;CellPhoneDB;ICELLNET	CellPhoneDB;KEGG:hsa04350;PMID:26893320;PMID:27481709
BMP8A:BMPR1A_ACVR2B	BMP8A	NA	BMPR1A	ACVR2B	NA	CellChat;CellPhoneDB;ICELLNET	CellPhoneDB;KEGG:hsa04350;PMID:26893326;PMID:27481709
BMP8A:BMPR1B_ACVR2B	BMP8A	NA	BMPR1B	ACVR2B	NA	CellChat;CellPhoneDB;ICELLNET	CellPhoneDB;KEGG:hsa04350;PMID:26893329;PMID:27481709
BMP8B:BMPR1A_ACVR2B	BMP8B	NA	BMPR1A	ACVR2B	NA	CellChat;ICELLNET	KEGG:hsa04350;PMID:26893335;PMID:27481709
BMP8B:BMPR1B_ACVR2B	BMP8B	NA	BMPR1B	ACVR2B	NA	CellChat;ICELLNET	KEGG:hsa04350;PMID:26893338;PMID:27481709
GDF5:BMPR1A_ACVR2B	GDF5	NA	BMPR1A	ACVR2B	NA	CellChat;CellPhoneDB;ICELLNET	CellPhoneDB;KEGG:hsa04350;PMID:26893277;PMID:27481709
GDF6:BMPR1A_ACVR2B	GDF6	NA	BMPR1A	ACVR2B	NA	CellChat;CellPhoneDB;ICELLNET	CellPhoneDB;KEGG:hsa04350;PMID:26893283;PMID:27481709
GDF7:BMPR1A_ACVR2B	GDF7	NA	BMPR1A	ACVR2B	NA	CellChat;CellPhoneDB;ICELLNET	CellPhoneDB;KEGG:hsa04350;PMID:26893289;PMID:27481709
GDF5:BMPR1B_ACVR2B	GDF5	NA	BMPR1B	ACVR2B	NA	CellChat;CellPhoneDB;ICELLNET	CellPhoneDB;KEGG:hsa04350;PMID:26893280;PMID:27481709
GDF6:BMPR1B_ACVR2B	GDF6	NA	BMPR1B	ACVR2B	NA	CellChat;CellPhoneDB;ICELLNET	CellPhoneDB;KEGG:hsa04350;PMID:26893286;PMID:27481709
GDF7:BMPR1B_ACVR2B	GDF7	NA	BMPR1B	ACVR2B	NA	CellChat;CellPhoneDB;ICELLNET	CellPhoneDB;KEGG:hsa04350;PMID:26893292;PMID:27481709
GDF11:TGFBR1_ACVR2B	GDF11	NA	TGFBR1	ACVR2B	NA	CellChat;CellPhoneDB;ICELLNET	CellPhoneDB;KEGG:hsa04350;PMID:16845371,12414726
INHA:ACVR2B	INHA	NA	ACVR2B	NA	NA	CellTalkDB;NicheNet;SingleCellSignalR	FANTOM5;HPMR;PMID:29747587;PMID:32196115
INHBC:ACVR2B	INHBC	NA	ACVR2B	NA	NA	CellPhoneDB;CellTalkDB;connectomeDB2020;NicheNet;SingleCellSignalR	CellPhoneDB;FANTOM5;HPRD;KEGG:NicheNet;PMID:12651901;PMID:22710174
INHBE:ACVR2B	INHBE	NA	ACVR2B	NA	NA	CellPhoneDB;CellTalkDB;NicheNet;SingleCellSignalR	CellPhoneDB;FANTOM5;KEGG:NicheNet;PMID:22710174
LEFTY1:ACVR2B	LEFTY1	NA	ACVR2B	NA	NA	CellTalkDB;SingleCellSignalR	PMID:32196115;reactome
LEFTY2:ACVR2B	LEFTY2	NA	ACVR2B	NA	NA	CellTalkDB;connectomeDB2020;NicheNet;SingleCellSignalR	FANTOM5;HPMR;PMID:11952836;reactome
MSTN:TGFBR1_ACVR2B	MSTN	NA	TGFBR1	ACVR2B	NA	CellChat;CellPhoneDB;ICELLNET	CellPhoneDB;KEGG:hsa04060;PMID:29409020
BMP10:ACVRL1_BMPR2	BMP10	NA	ACVRL1	BMPR2	NA	CellChat;CellPhoneDB;ICELLNET	CellPhoneDB;KEGG:hsa04350;PMID:17878607;PMID:25620979;PMID:26893264
GDF2:ACVRL1_BMPR2	GDF2	NA	ACVRL1	BMPR2	NA	CellChat;CellPhoneDB;ICELLNET	CellPhoneDB;KEGG:hsa04350;PMID:22710174,27481709;PMID:26893264
TGFB1:ACVRL1	TGFB1	NA	ACVRL1	NA	NA	CellTalkDB;connectomeDB2020;NicheNet;SingleCellSignalR	FANTOM5;HPMR;HPRD;PMID:10716993
TGFB3:ACVRL1	TGFB3	NA	ACVRL1	NA	NA	CellTalkDB;connectomeDB2020;NicheNet;SingleCellSignalR	FANTOM5;HPMR;HPRD;PMID:1;PMID:10187774;PMID:11850637
ADAM10:AXL	ADAM10	NA	AXL	NA	NA	CellTalkDB;SingleCellSignalR	FANTOM5;HPRD;PMID:7822279
ADAM10:CADM1	ADAM10	NA	CADM1	NA	NA	CellTalkDB	PMID:22172944
ADAM10:CD44	ADAM10	NA	CD44	NA	NA	CellTalkDB	PMID:18971959
ADAM10:EFNA3	ADAM10	NA	EFNA3	NA	NA	SingleCellSignalR	PMID:19823572
ADAM10:EPHA3	ADAM10	NA	EPHA3	NA	NA	CellTalkDB;connectomeDB2020;SingleCellSignalR	FANTOM5;HPRD;PMID:16239146
ADAM10:GPNMB	ADAM10	NA	GPNMB	NA	NA	CellTalkDB	PMID:26581806
ADAM10:IL6R	ADAM10	NA	IL6R	NA	NA	CellTalkDB	PMID:21454673
ADAM10:MET	ADAM10	NA	MET	NA	NA	CellTalkDB	PMID:22689693
ADAM10:NOTCH1	ADAM10	NA	NOTCH1	NA	NA	CellTalkDB;SingleCellSignalR	PMID:22399336
ADAM10:NOTCH2	ADAM10	NA	NOTCH2	NA	NA	CellTalkDB	PMID:24842903
ADAM10:NRCAM	ADAM10	NA	NRCAM	NA	NA	CellTalkDB	PMID:30833305
ADAM10:TREM2	ADAM10	NA	TREM2	NA	NA	CellTalkDB	PMID:28923481
ADAM10:TSPAN10	ADAM10	NA	TSPAN10	NA	NA	CellTalkDB	PMID:28687716
ADAM10:TSPAN12	ADAM10	NA	TSPAN12	NA	NA	CellTalkDB	PMID:19587294
ADAM10:TSPAN14	ADAM10	NA	TSPAN14	NA	NA	CellTalkDB	PMID:30013551
ADAM10:TSPAN15	ADAM10	NA	TSPAN15	NA	NA	CellTalkDB	PMID:23035126
ADAM10:TSPAN17	ADAM10	NA	TSPAN17	NA	NA	CellTalkDB	PMID:23035126
ADAM10:TSPAN5	ADAM10	NA	TSPAN5	NA	NA	CellTalkDB	PMID:28428248
ADAM11:ITGA4	ADAM11	NA	ITGA4	NA	NA	connectomeDB2020	PMID:28913673
LGI1:ADAM11	LGI1	NA	ADAM11	NA	NA	connectomeDB2020	PMID:18974846
LGI2:ADAM11	LGI2	NA	ADAM11	NA	NA	connectomeDB2020	PMID:20220021
LGI4:ADAM11	LGI4	NA	ADAM11	NA	NA	connectomeDB2020	PMID:18974846;PMID:20220021
ADAM12:ITGA9	ADAM12	NA	ITGA9	NA	NA	CellTalkDB;connectomeDB2020;NicheNet;SingleCellSignalR	FANTOM5;HPMR;PMID:10944520
ADAM12:ITGB1	ADAM12	NA	ITGB1	NA	NA	CellTalkDB;connectomeDB2020;NicheNet;SingleCellSignalR	FANTOM5;HPMR;PMID:10944520
ADAM12:SDC4	ADAM12	NA	SDC4	NA	NA	CellTalkDB;connectomeDB2020;NicheNet;SingleCellSignalR	FANTOM5;HPMR;PMID:12509413
ADAM15:ITGA5	ADAM15	NA	ITGA5	NA	NA	CellTalkDB;connectomeDB2020;NicheNet;SingleCellSignalR	FANTOM5;HPMR;PMID:9516430;PMID:952;PMID:9914169
ADAM15:ITGA9	ADAM15	NA	ITGA9	NA	NA	CellTalkDB;connectomeDB2020;NicheNet;SingleCellSignalR	FANTOM5;HPMR;PMID:10944520
ADAM15:ITGAV	ADAM15	NA	ITGAV	NA	NA	CellTalkDB;connectomeDB2020;SingleCellSignalR	FANTOM5;PMID:9914169
ADAM15:ITGB1	ADAM15	NA	ITGB1	NA	NA	CellTalkDB;connectomeDB2020;NicheNet;SingleCellSignalR	FANTOM5;HPMR;PMID:109;PMID:10944520;PMID:9914169
ADAM15:ITGB3	ADAM15	NA	ITGB3	NA	NA	CellTalkDB;connectomeDB2020;NicheNet;SingleCellSignalR	FANTOM5;HPMR;PMID:9516430
ADAM17:ERBB4	ADAM17	NA	ERBB4	NA	NA	CellTalkDB;SingleCellSignalR	FANTOM5;HPRD;PMID:15534001;PMID:26554003
ADAM17:IL6R	ADAM17	NA	IL6R	NA	NA	CellTalkDB	PMID:22575642
ADAM17:ITGA5	ADAM17	NA	ITGA5	NA	NA	CellTalkDB;connectomeDB2020;NicheNet;SingleCellSignalR	FANTOM5;HPMR;PMID:14970227
ADAM17:ITGB1	ADAM17	NA	ITGB1	NA	NA	CellTalkDB;connectomeDB2020;NicheNet;SingleCellSignalR	FANTOM5;HPMR;PMID:14970227
ADAM17:MET	ADAM17	NA	MET	NA	NA	CellTalkDB	PMID:22689693
ADAM17:MUC1	ADAM17	NA	MUC1	NA	NA	CellTalkDB	PMID:12441351
ADAM17:NOTCH1	ADAM17	NA	NOTCH1	NA	NA	CellTalkDB;connectomeDB2020;SingleCellSignalR	FANTOM5;HPRD;PMID:10882063;PMID:96;PMID:9620803
ADAM17:RHBDF2	ADAM17	NA	RHBDF2	NA	NA	CellTalkDB	PMID:28104813
TIMP3:ADAM17	TIMP3	NA	ADAM17	NA	NA	SingleCellSignalR	PMID:20980382
LGI1:ADAM22	LGI1	NA	ADAM22	NA	NA	connectomeDB2020	PMID:18974846
LGI2:ADAM22	LGI2	NA	ADAM22	NA	NA	connectomeDB2020	PMID:21829378
LGI3:ADAM22	LGI3	NA	ADAM22	NA	NA	connectomeDB2020	PMID:20220021
LGI4:ADAM22	LGI4	NA	ADAM22	NA	NA	connectomeDB2020	PMID:18974846;PMID:20220021
ADAM23:ITGA4	ADAM23	NA	ITGA4	NA	NA	connectomeDB2020	PMID:28913673
ADAM23:ITGA5	ADAM23	NA	ITGA5	NA	NA	connectomeDB2020;NicheNet;SingleCellSignalR	FANTOM5;HPMR;PMID:10749942
ADAM23:ITGB3	ADAM23	NA	ITGB3	NA	NA	connectomeDB2020;NicheNet;SingleCellSignalR	FANTOM5;HPMR;PMID:10749942
LGI1:ADAM23	LGI1	NA	ADAM23	NA	NA	connectomeDB2020	PMID:18974846
LGI2:ADAM23	LGI2	NA	ADAM23	NA	NA	connectomeDB2020	PMID:21829378
LGI3:ADAM23	LGI3	NA	ADAM23	NA	NA	connectomeDB2020	PMID:20220021;PMID:22405860
LGI4:ADAM23	LGI4	NA	ADAM23	NA	NA	connectomeDB2020	PMID:18974846;PMID:20220021
ADAM28:ITGA4	ADAM28	NA	ITGA4	NA	NA	CellTalkDB;connectomeDB2020;SingleCellSignalR	FANTOM5;HPRD;PMID:11724793
ADAM29:ITGA4	ADAM29	NA	ITGA4	NA	NA	connectomeDB2020	PMID:28913673
ADAM2:CD9	ADAM2	NA	CD9	NA	NA	CellTalkDB;SingleCellSignalR	FANTOM5;HPRD;PMID:10518536
ADAM2:ITGA6	ADAM2	NA	ITGA6	NA	NA	CellTalkDB;connectomeDB2020;NicheNet;SingleCellSignalR	FANTOM5;HPMR;PMID:9889149
ADAM2:ITGA9	ADAM2	NA	ITGA9	NA	NA	CellTalkDB;connectomeDB2020;SingleCellSignalR	FANTOM5;PMID:21060781
ADAM2:ITGB1	ADAM2	NA	ITGB1	NA	NA	CellTalkDB;connectomeDB2020;NicheNet;SingleCellSignalR	FANTOM5;HPMR;PMID:9889149
ADAM2:ITGB7	ADAM2	NA	ITGB7	NA	NA	CellTalkDB;connectomeDB2020;SingleCellSignalR	FANTOM5;PMID:21060781
ADAM7:ITGA4	ADAM7	NA	ITGA4	NA	NA	connectomeDB2020	PMID:15504110
ADAM7:ITGB7	ADAM7	NA	ITGB7	NA	NA	connectomeDB2020	PMID:15504110
ADAM9:ITGA3	ADAM9	NA	ITGA3	NA	NA	CellTalkDB;connectomeDB2020;SingleCellSignalR	FANTOM5;HPRD;PMID:15361064
ADAM9:ITGA6	ADAM9	NA	ITGA6	NA	NA	CellTalkDB;connectomeDB2020;NicheNet;SingleCellSignalR	FANTOM5;HPMR;HPRD;PMID:10825303;PMID:15;PMID:15361064
ADAM9:ITGAV	ADAM9	NA	ITGAV	NA	NA	CellTalkDB;connectomeDB2020;NicheNet;SingleCellSignalR	FANTOM5;HPMR;HPRD;PMID:11162558;PMID:15;PMID:15361064
ADAM9:ITGB1	ADAM9	NA	ITGB1	NA	NA	CellTalkDB;connectomeDB2020;NicheNet;SingleCellSignalR	FANTOM5;HPMR;PMID:10825303
ADAM9:ITGB5	ADAM9	NA	ITGB5	NA	NA	CellTalkDB;connectomeDB2020;NicheNet;SingleCellSignalR	FANTOM5;HPMR;PMID:11162558
ADAMTS3:CCBE1	ADAMTS3	NA	CCBE1	NA	NA	CellTalkDB	PMID:27159393
ADA:DPP4	ADA	NA	DPP4	NA	NA	CellTalkDB;SingleCellSignalR	PMID:15213224;PMID:21738897
ADM:ADCYAP1R1	ADM	NA	ADCYAP1R1	NA	NA	CellTalkDB;SingleCellSignalR	PMID:32196115;reactome
ADM2:ADCYAP1R1	ADM2	NA	ADCYAP1R1	NA	NA	CellTalkDB;SingleCellSignalR	PMID:32196115;reactome
AVP:ADCYAP1R1	AVP	NA	ADCYAP1R1	NA	NA	CellTalkDB;SingleCellSignalR	PMID:32196115;reactome
CALCA:ADCYAP1R1	CALCA	NA	ADCYAP1R1	NA	NA	CellTalkDB;SingleCellSignalR	PMID:32196115;reactome
CALCB:ADCYAP1R1	CALCB	NA	ADCYAP1R1	NA	NA	CellTalkDB;SingleCellSignalR	PMID:32196115;reactome
CGA:ADCYAP1R1	CGA	NA	ADCYAP1R1	NA	NA	CellTalkDB;SingleCellSignalR	PMID:32196115;reactome
CRH:ADCYAP1R1	CRH	NA	ADCYAP1R1	NA	NA	CellTalkDB;SingleCellSignalR	PMID:32196115;reactome
FSHB:ADCYAP1R1	FSHB	NA	ADCYAP1R1	NA	NA	CellTalkDB;SingleCellSignalR	PMID:32196115;reactome
GCG:ADCYAP1R1	GCG	NA	ADCYAP1R1	NA	NA	CellTalkDB;SingleCellSignalR	PMID:32196115;reactome
GHRH:ADCYAP1R1	GHRH	NA	ADCYAP1R1	NA	NA	CellTalkDB;SingleCellSignalR	PMID:32196115;reactome
GIP:ADCYAP1R1	GIP	NA	ADCYAP1R1	NA	NA	CellTalkDB;SingleCellSignalR	PMID:32196115;reactome
IAPP:ADCYAP1R1	IAPP	NA	ADCYAP1R1	NA	NA	CellTalkDB;SingleCellSignalR	PMID:32196115;reactome
INSL3:ADCYAP1R1	INSL3	NA	ADCYAP1R1	NA	NA	CellTalkDB;SingleCellSignalR	PMID:32196115;reactome
LHB:ADCYAP1R1	LHB	NA	ADCYAP1R1	NA	NA	CellTalkDB;SingleCellSignalR	PMID:32196115;reactome
NPS:ADCYAP1R1	NPS	NA	ADCYAP1R1	NA	NA	CellTalkDB;SingleCellSignalR	PMID:32196115;reactome
POMC:ADCYAP1R1	POMC	NA	ADCYAP1R1	NA	NA	CellTalkDB;SingleCellSignalR	PMID:32196115;reactome
PTH:ADCYAP1R1	PTH	NA	ADCYAP1R1	NA	NA	CellTalkDB;SingleCellSignalR	PMID:32196115;reactome
PTH2:ADCYAP1R1	PTH2	NA	ADCYAP1R1	NA	NA	CellTalkDB;SingleCellSignalR	PMID:32196115;reactome
PTHLH:ADCYAP1R1	PTHLH	NA	ADCYAP1R1	NA	NA	CellTalkDB;SingleCellSignalR	PMID:32196115;reactome
RLN2:ADCYAP1R1	RLN2	NA	ADCYAP1R1	NA	NA	CellTalkDB;SingleCellSignalR	PMID:32196115;reactome
RLN3:ADCYAP1R1	RLN3	NA	ADCYAP1R1	NA	NA	CellTalkDB;SingleCellSignalR	PMID:32196115;reactome
SCT:ADCYAP1R1	SCT	NA	ADCYAP1R1	NA	NA	CellTalkDB;NicheNet;SingleCellSignalR	IUPHAR;PMID:32196115;reactome
TSHB:ADCYAP1R1	TSHB	NA	ADCYAP1R1	NA	NA	CellTalkDB;SingleCellSignalR	PMID:32196115;reactome
VIP:ADCYAP1R1	VIP	NA	ADCYAP1R1	NA	NA	CellTalkDB;connectomeDB2020;NicheNet;SingleCellSignalR	FANTOM5;IUPHAR;PMID:10583729;PMID:11931347;PMID:16930633;reactome
ADCYAP1:ADCYAP1R1	ADCYAP1	NA	ADCYAP1R1	NA	NA	CellChat;CellPhoneDB;CellTalkDB;connectomeDB2020;NicheNet;SingleCellSignalR	CellPhoneDB;FANTOM5;HPMR;HPRD;IUPHAR;PMID:10100920;PMID:10583729;PMID:11931347;PMID:16930633;PMID:21350482;PMID:8253796;PMID:8703026;reactome
ADCYAP1:ADRB2	ADCYAP1	NA	ADRB2	NA	NA	CellTalkDB;SingleCellSignalR	PMID:32196115;reactome
ADCYAP1:ADRB3	ADCYAP1	NA	ADRB3	NA	NA	CellTalkDB;SingleCellSignalR	PMID:32196115;reactome
ADCYAP1:DPP4	ADCYAP1	NA	DPP4	NA	NA	CellPhoneDB;CellTalkDB	CellPhoneDB;PMID:16406202;PMID:29451201
ADCYAP1:GPR20	ADCYAP1	NA	GPR20	NA	NA	CellTalkDB;SingleCellSignalR	PMID:32196115;reactome
ADCYAP1:GPR84	ADCYAP1	NA	GPR84	NA	NA	CellTalkDB;SingleCellSignalR	PMID:32196115;reactome
ADCYAP1:PTH1R	ADCYAP1	NA	PTH1R	NA	NA	CellTalkDB;SingleCellSignalR	PMID:32196115;reactome
ADCYAP1:RAMP2	ADCYAP1	NA	RAMP2	NA	NA	CellTalkDB;SingleCellSignalR	PMID:23745705;reactome
ADCYAP1:RAMP3	ADCYAP1	NA	RAMP3	NA	NA	CellTalkDB;SingleCellSignalR	PMID:23745705;reactome
ADCYAP1:SCTR	ADCYAP1	NA	SCTR	NA	NA	CellPhoneDB;CellTalkDB;connectomeDB2020;SingleCellSignalR	CellPhoneDB;FANTOM5;HPRD;PMID:1335692
ADCYAP1:TSHR	ADCYAP1	NA	TSHR	NA	NA	CellTalkDB;SingleCellSignalR	PMID:32196115;reactome
ADCYAP1:VIPR1	ADCYAP1	NA	VIPR1	NA	NA	CellPhoneDB;CellTalkDB;connectomeDB2020;NicheNet;SingleCellSignalR	CellPhoneDB;FANTOM5;HPMR;HPRD;IUPHAR;PMID:11897681;PMID:11931347;PMID:12429744;PMID:16930633;PMID:8791009;PMID:9928018;reactome
ADCYAP1:VIPR2	ADCYAP1	NA	VIPR2	NA	NA	CellPhoneDB;CellTalkDB;connectomeDB2020;NicheNet;SingleCellSignalR	CellPhoneDB;FANTOM5;HPRD;IUPHAR;PMID:11931347;PMID:11978642;PMID:16930633;PMID:8146174;PMID:9928018
ADGRB1:RTN4R	ADGRB1	NA	RTN4R	NA	NA	connectomeDB2020	PMID:30477585
ADGRB1:RTN4RL1	ADGRB1	NA	RTN4RL1	NA	NA	connectomeDB2020	PMID:30477585
ADGRB1:RTN4RL2	ADGRB1	NA	RTN4RL2	NA	NA	connectomeDB2020	PMID:30477585
SHANK1:ADGRB2	SHANK1	NA	ADGRB2	NA	NA	CellTalkDB;SingleCellSignalR	FANTOM5;HPRD;PMID:26198319;PMID:32196115
